lemma,cefr_level,ipa,def_en,source_list
bff,C1,/biː ɛf ɛf/,"Someone regarded as one's best friend, especially online.",langeek_c1
bib,C1,/bɪb/,Cloth or plastic protecting clothing while eating or drinking.,langeek_c1
bibliography,C1,/ˌbɪbliˈɑːɡrəfi/,"Study of books' history, classification, production, editions.",langeek_c1
big bang,C1,/bɪɡ bæŋ/,Explosion that started the universe's existence.,langeek_c1
big time,C1,/bɪɡ taɪm/,The highest and most successful level in a particular profession.,langeek_c1
big-boned,C1,/ˌbɪɡˈboʊnd/,Having a large body frame without excess fat.,langeek_c1
bind,C1,/baɪnd/,To tie someone or something to prevent movement or escape.,langeek_c1
binge -watching,C1,/ˈbɪndʒ ˌwɒtʃɪŋ/,Watching multiple episodes of a series consecutively without,langeek_c1
biodegradable,C1,/ˌbaɪoʊdɪˈɡreɪdəbəl/,Able to decompose naturally through biological processes,langeek_c1
biracial,C1,/ˌbaɪˈreɪʃəl/,Involving or representing members of two different racial,langeek_c1
bird flu,C1,/ˈbɜːrd fluː/,A viral disease transmitted from infected birds.,langeek_c1
biro,C1,/ˈbaɪroʊ/,Pen with rolling metal ball that lays ink on paper .,langeek_c1
bisexual,C1,/ˌbaɪˈsɛkʃuəl/,Person sexually attracted to more than one gender .,langeek_c1
bishop,C1,/ˈbɪʃəp/,High -ranking priest supervising churches and clergy in a city.,langeek_c1
bistro,C1,/ˈbiːstro ʊ/,"Small, inexpensive restaurant serving casual meals.",langeek_c1
blackmail,C1,/ˈblækme ɪl/,Crime of threatening to reveal secrets for personal gain.,langeek_c1
bland,C1,/blænd/,Lacking strong or pleasant flavor in food or drink.,langeek_c1
blast,C1,/blæst/,To violently destroy or damage using explosives.,langeek_c1
blend,C1,/blɛnd/,To combine different substances together thoroughly.,langeek_c1
blessing,C1,/ˈblɛsɪŋ/,"Prayer asking for God’s protection, help, or guidance.",langeek_c1
blister,C1,/ˈblɪstər/,A fluid -filled skin swelling caused by friction.,langeek_c1
blood clot,C1,/blʌd klɒt/,Thickened mass of blood potentially obstructing circulation.,langeek_c1
blood type,C1,/ˈblʌd taɪp/,Any category into which human blood is divided.,langeek_c1
bloodline,C1,/ˈblʌdlaɪn/,"Family members over generations, particularly notable",langeek_c1
blow up,C1,/bloʊ ʌp/,To cause an object or area to explode violently.,langeek_c1
blowgun,C1,/ˈbloʊˌɡʌn/,Tube weapon shooting darts using human breath.,langeek_c1
blu-ray,C1,/ˈbluːˌre ɪ/,Blue -colored disc storing large data like movies or videos.,langeek_c1
bluetooth,C1,/ˈbluːtuː θ/,Wireless technology connecting devices over short distances,langeek_c1
boardroom,C1,/ˈbɔːrdˌruːm/,Room where a company’s board of directors meets formally.,langeek_c1
boast,C1,/boʊst/,To speak with pride about one's achievements publicly.,langeek_c1
boating,C1,/ˈboʊtɪŋ/,Traveling or recreational activity using a boat.,langeek_c1
bodybuilding,C1,/ˈbɒdiˌbɪldɪŋ/,Exercising regularly to develop stronger and larger muscles.,langeek_c1
boldness,C1,/ˈboʊldnəs/,Quality of willing to take risks and not being afraid.,langeek_c1
bollywood,C1,/ˈbɑːliˌwʊd/,Indian film industry based in the city of Mumbai.,langeek_c1
bombard,C1,/bɒmˈbɑːrd/,To attack continuously by dropping bombs on target.,langeek_c1
boom,C1,/buːm/,A period of rapid economic growth or expansion.,langeek_c1
bounce back,C1,/baʊns bæk/,To recover health or strength after illness.,langeek_c1
bourgeoisie,C1,/ˌbʊərʒwɑːˈziː/,"Society’s middle class, typically business -owning or professional.",langeek_c1
boutique,C1,/buːˈtiːk/,"Small shop selling fashionable clothes, accessories, or luxury",langeek_c1
boxers,C1,/ˈbɒksərz/,Men’s loose underwear covering the thighs partially.,langeek_c1
bracket,C1,/ˈbræk ɪt/,Symbol [ ] enclosing numbers or words separately.,langeek_c1
brainy,C1,/ˈbreɪni/,Very intelligent or highly clever .,langeek_c1
brass,C1,/brɑːs/,Wind instruments made of metal producing sound.,langeek_c1
breach,C1,/briːʧ/,"An act of violating a law, rule, or formal agreement.",langeek_c1
breadcrumbs,C1,/ˈbrɛdˌkrʌmz/,Tiny pieces of bread used to coat food before frying.,langeek_c1
break -in,C1,/ˈbreɪkˌɪn/,Illegal entry into a building to commit theft or crime.,langeek_c1
break a leg,C1,/breɪk ə lɛɡ/,Expression wishing good luck to performers before acting.,langeek_c1
breakdown,C1,/ˈbreɪkdaʊn/,"Failure of a system, relationship, or process.",langeek_c1
breakthrough,C1,/ˈbreɪkˌθruː/,An important discovery or development that improves a,langeek_c1
breakup,C1,/ˈbreɪkʌp/,The ending of a romantic relationship or association between,langeek_c1
breathless,C1,/ˈbrɛθləs/,Unable to breathe comfortably or normally.,langeek_c1
breezy,C1,/ˈbriːzi/,"Characterized by gentle, refreshing wind or airflow.",langeek_c1
brewing,C1,/ˈbruː ɪŋ/,Making beer through fermentation as a business or hobby.,langeek_c1
bribe,C1,/braɪb/,Money or goods given to induce someone to act illegally.,langeek_c1
bring about,C1,/brɪŋ əˈbaʊt/,To be the reason for a particular incident or result.,langeek_c1
broadband,C1,/ˈbrɔːdˌbænd/,Internet system allowing simultaneous data sharing.,langeek_c1
broadway,C1,/ˈbrɔːdwe ɪ/,Famous New York street hosting many theaters and,langeek_c1
broke,C1,/broʊk/,Having little or no financial resources available for spending.,langeek_c1
broken,C1,/ˈbroʊkən/,"Weakened physically or mentally, often from prolonged",langeek_c1
bromance,C1,/ˈbroʊmæns/,"Close, non -romantic friendship between two men, mutually",langeek_c1
bronze,C1,/brɒnz/,Deep reddish -brown in color .,langeek_c1
bronze age,C1,/brɒnz eɪdʒ/,Period before iron discovery when bronze tools were used.,langeek_c1
brotherhood,C1,/ˈbrʌðərhʊd/,"Kinship, bond, or solidarity among male siblings or members.",langeek_c1
browse,C1,/braʊz/,To check a webpage or text without reading fully.,langeek_c1
brunch,C1,/brʌnʧ/,Late morning meal combining breakfast and lunch.,langeek_c1
brutal,C1,/ˈbruːt əl/,"Extremely violent, harsh, or cruel in behavior .",langeek_c1
buck,C1,/bʌk/,"One unit of US or Canadian currency, equal to one dollar .",langeek_c1
buckle,C1,/ˈbʌkəl/,Device with pin used for fastening belts or straps.,langeek_c1
buddhist,C1,/ˈbʊdɪst/,Person who follows the teachings of Buddhism.,langeek_c1
buddy,C1,/ˈbʌdi/,A close friend providing companionship and support regularly.,langeek_c1
buff,C1,/bʌf/,Physically attractive with well -developed muscles.,langeek_c1
buffalo,C1,/ˈbʌfələʊ/,"Large wild herbivore with curved horns, native to Africa.",langeek_c1
buffet,C1,/ˈbʊfeɪ/,Meal where diners serve themselves from multiple dishes.,langeek_c1
bulb,C1,/bʌlb/,Rounded underground plant structure that grows annually.,langeek_c1
bulletin,C1,/ˈbʊlətɪn/,Brief news program broadcast on radio or television channels.,langeek_c1
bullfight,C1,/ˈbʊlˌfaɪt/,Public entertainment involving fighting or killing a bull.,langeek_c1
bun,C1,/bʌn/,"Small round and flat bread roll, often eaten plain or filled.",langeek_c1
bungalow,C1,/ˈbʌŋɡəloʊ/,"Single -story house, usually with low roof and no stairs.",langeek_c1
bungee jumping,C1,/ˈbʌndʒi ˈʤʌmpɪŋ/,Jumping from high place with elastic cord attached to ankles.,langeek_c1
burden,C1,/ˈbɜːrdən/,"A responsibility causing stress, hardship, or difficulty.",langeek_c1
bureaucracy,C1,/bjʊəˈrɒkrəsi/,Government system managed by appointed administrative,langeek_c1
burgundy,C1,/ˈbɜːrɡəndi/,Deep red in color .,langeek_c1
burrito,C1,/bəˈriːto ʊ/,"Tortilla wrapped around meat, beans, or other fillings, Mexican",langeek_c1
burst,C1,/bɜːrst/,"To break open suddenly and violently, often from internal",langeek_c1
butterfingers,C1,/ˈbʌtərˌfɪŋɡərz/,Person who frequently drops or mishandles objects.,langeek_c1
byte,C1,/baɪt/,Unit of digital data consisting of exactly eight bits.,langeek_c1
cab,C1,/kæb/,Vehicle with a driver for hire transporting passengers for,langeek_c1
calculate,C1,/ˈkælkj ʊleɪt/,To form an opinion by evaluating available information.,langeek_c1
call-in,C1,/ˈkɔːlˌɪn/,Program where audience participates by telephone calls.,langeek_c1
calligraphy,C1,/kəˈlɪɡrəfi/,Art of producing beautiful handwriting with special instruments.,langeek_c1
camerawork,C1,/ˈkæmr əˌwɜːrk/,Style and technique in which a movie is filmed.,langeek_c1
camouflage,C1,/ˈkæm əˌflɑːʒ/,To blend in with surroundings to avoid detection.,langeek_c1
camper,C1,/ˈkæmp ər/,Person spending vacation living in a tent or camper .,langeek_c1
cane,C1,/keɪn/,"Stiff, hollow stem of tall plants like sugarcane.",langeek_c1
cannon,C1,/ˈkæn ən/,"Large, powerful gun used to fire projectiles historically.",langeek_c1
canoe,C1,/kəˈnuː/,"Narrow, light boat with pointed ends propelled using paddles.",langeek_c1
canvas,C1,/ˈkænv əs/,Surface of tightly stretched fabric for oil painting.,langeek_c1
cape,C1,/keɪp/,"Sleeveless garment fastened at neck, hanging over shoulders.",langeek_c1
capital punishment,C1,/ˈkæp ɪtl ˈpʌnɪʃmənt/,Killing of a criminal as a legal penalty.,langeek_c1
capitalism,C1,/ˈkæp ɪtəlɪzəm/,Economic system based on private ownership and markets.,langeek_c1
carbon -neutral,C1,/ˌkɑːrbən ˈnuːtrəl/,Producing no net carbon emissions overall.,langeek_c1
carbon dating,C1,/ˈkɑːrbən ˈdeɪtɪŋ/,Method measuring age of organic material via carbon content.,langeek_c1
carbon monoxide,C1,/ˌkɑːrbən məˈnɒksaɪd/,A poisonous gas produced by incomplete fuel combustion.,langeek_c1
carbon paper,C1,/ˈkɑːrbən ˌpeɪpər/,Thin coated paper placed between sheets to copy writing,langeek_c1
card catalog,C1,/kɑːrd ˈkætəlɒɡ/,"Alphabetically arranged cards with information, found in",langeek_c1
caregiver,C1,/ˈkɛərˌɡɪvər/,"Someone who looks after sick, old, or disabled person.",langeek_c1
carriage,C1,/ˈkær ɪdʒ/,Wheeled vehicle pulled by one or more horses.,langeek_c1
carrier,C1,/ˈkær ɪər/,An individual spreading disease without showing symptoms.,langeek_c1
carve,C1,/kɑːrv/,To cut cooked meat into smaller serving pieces.,langeek_c1
cash -back,C1,/ˈkæʃˌbæk/,Money returned when purchasing using debit card or other,langeek_c1
casting,C1,/ˈkæst ɪŋ/,Process of assigning actors to roles in productions.,langeek_c1
catastrophe,C1,/kəˈtæstr əfi/,An event causing massive damage and suffering.,langeek_c1
cater,C1,/ˈkeɪtər/,To provide food and drink for events professionally onsite.,langeek_c1
catholic,C1,/ˈkæθəlɪk/,Related to Western Christian Church led by the Pope.,langeek_c1
cauliflower,C1,/ˈkɔːlɪˌflaʊər/,White flower head of cabbage -family plant eaten as vegetable.,langeek_c1
causal,C1,/ˈkɔzəl/,Related to the relationship where one thing causes another .,langeek_c1
causative,C1,/ˈkɔzətɪv/,Being the reason behind the occurrence of a particular event.,langeek_c1
caution,C1,/ˈkɔːʃən/,Advice or warning about potential danger or undesirable,langeek_c1
cautious,C1,/ˈkɔːʃəs/,"Careful to avoid danger , risk, or mistakes.",langeek_c1
caviar,C1,/ˈkævi ɑːr/,"Preserved fish eggs, especially sturgeon, considered luxury",langeek_c1
ce,C1,/siː iː/,Denoting years after the birth of Christ.,langeek_c1
cease,C1,/siːs/,"To bring an action, activity, or process to an end.",langeek_c1
celestial body,C1,/səˈlɛstiəl ˈbɒdi/,"Any natural object in space, like stars or planets.",langeek_c1
cellular,C1,/ˈsɛljələr/,Relating to mobile telephone systems using radio,langeek_c1
cement,C1,/sɪˈmɛnt/,Gray powder forming hard binding material when mixed with,langeek_c1
censor,C1,/ˈsɛnsər/,To remove content to prevent public access for moral or political,langeek_c1
ceramic,C1,/səˈræm ɪk/,Object made by shaping and heating clay or similar material.,langeek_c1
cfo,C1,/ˌsiː ɛf ˈoʊ/,Person responsible for a company's financial management and,langeek_c1
chafe,C1,/tʃeɪf/,To irritate skin by repeated rubbing.,langeek_c1
chain store,C1,/ʧeɪn stɔːr/,One of a series of stores under the same ownership or brand.,langeek_c1
chalet,C1,/ʃæˈleɪ/,"Wooden house with steep sloping roof, often in mountains.",langeek_c1
challenging,C1,/ˈʧælɪndʒɪŋ/,Intending to provoke thought or engage in discussion.,langeek_c1
changeability,C1,/ˌʧeɪndʒəˈbɪlɪti/,Quality or tendency to change frequently or suddenly over time.,langeek_c1
chapter,C1,/ˈtʃæptər/,A distinct period in history or someone’s life.,langeek_c1
characterization,C1,/ˌkær ɪktəraɪˈzeɪʃən/,Process of creating and representing characters in a narrative,langeek_c1
characterize,C1,/ˈkær ɪktəraɪz/,To describe the qualities of someone or something.,langeek_c1
chariot,C1,/ˈtʃæriət/,Two-wheeled horse -drawn vehicle used in ancient warfare.,langeek_c1
charitable,C1,/ˈtʃærɪtəbl/,"Generous in giving money, time, or support to others.",langeek_c1
charming,C1,/ˈtʃɑːrmɪŋ/,Having an attractive and pleasing quality or manner .,langeek_c1
chauffeur,C1,/ˈʃoʊfər/,Person employed to drive another individual's car,langeek_c1
check on,C1,/tʃɛk ɑn/,"To check the wellbeing, truth, or condition of someone.",langeek_c1
checked,C1,/ʧɛkt/,Fabric having pattern of small squares in two colors.,langeek_c1
checkered,C1,/ˈʧɛkərd/,Having a pattern composed of colored squares arranged,langeek_c1
cheekbone,C1,/ˈtʃiːkˌbo ʊn/,Bone located just below the eye in face.,langeek_c1
cheeky,C1,/ˈtʃiːki/,Impolitely bold in an amusing or endearing way.,langeek_c1
chewy,C1,/ˈʧuːi/,Requiring extensive chewing before swallowing easily.,langeek_c1
cholesterol,C1,/kəˈlɛstərɒl/,"Fatty substance in blood, high levels risk heart disease.",langeek_c1
christ,C1,/kraɪst/,Man whose teachings form the foundation of Christianity.,langeek_c1
christening,C1,/ˈkrɪsənɪŋ/,Ceremony naming a baby and admitting them into Christianity.,langeek_c1
chronic,C1,/ˈkrɒnɪk/,Long -lasting and difficult to cure or manage.,langeek_c1
chronologically,C1,/ˌkrɒnəˈlɒdʒɪkli/,In the order that events actually happened.,langeek_c1
chunky,C1,/ˈʧʌŋki/,"Containing large, noticeable pieces in the food.",langeek_c1
circular,C1,/ˈsɜːrkjələr/,Having a shape like a circle.,langeek_c1
circulate,C1,/ˈsɜːrkjʊleɪt/,"To constantly move around a gas, liquid, or air inside space.",langeek_c1
citation,C1,/saɪˈteɪʃən/,Quoted line or sentence taken from a written or spoken source.,langeek_c1
citizen journalism,C1,/ˈsɪtɪzən ˈdʒɜːrnəlɪzəm/,"News coverage by ordinary people, shared on the Internet.",langeek_c1
citizenship,C1,/ˈsɪtɪzənʃɪp/,Legal status of being a recognized member of a country.,langeek_c1
civic,C1,/ˈsɪvɪk/,"Related to duties or activities of a town, city, or local community.",langeek_c1
civil servant,C1,/ˈsɪvəl ˈsɜːrvənt/,Person employed in government administrative or bureaucratic,langeek_c1
civil war,C1,/ˈsɪvəl wɔːr/,War between people of the same country.,langeek_c1
civilian,C1,/sɪˈvɪliən/,Person not serving in military or police and holding no office.,langeek_c1
clan,C1,/klæn/,Large group of people related by blood or extended family ties.,langeek_c1
clash,C1,/klæʃ/,Serious argument between opposing sides due to differing,langeek_c1
class action,C1,/klɑːs ˈækʃən/,A lawsuit representing many people with shared claims.,langeek_c1
cleanse,C1,/klɛnz/,"To completely clean something, particularly the skin thoroughly.",langeek_c1
clear up,C1,/klɪər ʌp/,"To become free of clouds, rain, or stormy conditions.",langeek_c1
clearance,C1,/ˈklɪərəns/,Official permission to proceed or accomplish something.,langeek_c1
clearing,C1,/ˈklɪərɪŋ/,Treeless open area in a forest or wooded region.,langeek_c1
cliche,C1,/kliːˈʃeɪ/,Overused remark or opinion lacking originality or effect.,langeek_c1
clickbait,C1,/ˈklɪkˌbeɪt/,Online content designed to attract attention and clicks.,langeek_c1
climatic,C1,/klaɪˈmæt ɪk/,Relating to the typical weather of a specific geographic region.,langeek_c1
climax,C1,/ˈklaɪmæks/,Most intense or dramatic moment in a story or movie.,langeek_c1
cling,C1,/klɪŋ/,To tightly hold on to someone or something for support.,langeek_c1
clinical trial,C1,/ˈklɪnɪkəl traɪəl/,Controlled experiment testing safety and effectiveness of,langeek_c1
clipboard,C1,/ˈklɪpbɔːrd/,Small board with clip on top for holding sheets of paper .,langeek_c1
clipping,C1,/ˈklɪpɪŋ/,Article or story cut from publication for keeping or reference.,langeek_c1
cloak,C1,/kloʊk/,"Loose overgarment worn without sleeves, fastened at neck.",langeek_c1
clone,C1,/kloʊn/,Cell or group genetically identical to original source.,langeek_c1
closeup,C1,/ˈkloʊsˌʌp/,"Detailed, tightly framed shot of a subject at close range.",langeek_c1
cloudburst,C1,/ˈklaʊdˌbɜːrst/,"Sudden, heavy rainfall over a short, concentrated area.",langeek_c1
clumsy,C1,/ˈklʌmzi/,"Lacking coordination or grace, often causing accidents.",langeek_c1
co-author,C1,/koʊ ˈɔːθər/,To write a book or article together with another person.,langeek_c1
co-parent,C1,/koʊˈpɛərənt/,A person sharing responsibility for raising a child with another .,langeek_c1
coal -black,C1,/ˈkoʊl blæk/,Having a very dark black color .,langeek_c1
coalition,C1,/ˌkoʊəˈlɪʃən/,Temporary alliance formed for political or military purposes.,langeek_c1
coastal,C1,/ˈkoʊstəl/,Situated along or related to the shoreline.,langeek_c1
cognitive,C1,/ˈkɑːɡnɪtɪv/,"Related to mental processes such as thinking, understanding,",langeek_c1
coincide,C1,/ˌkoʊɪnˈsaɪd/,To occur simultaneously with another event or phenomenon.,langeek_c1
cold -blooded,C1,/ˌkoʊldˈblʌdɪd/,Describing animals whose body temperature depends on,langeek_c1
collaborate,C1,/kəˈlæbəreɪt/,To work together with others toward a common goal.,langeek_c1
collective,C1,/kəˈlɛktɪv/,Involving all members of a group; shared or performed,langeek_c1
colon,C1,/ˈkoʊlən/,"Punctuation mark : introducing a list, quotation, or explanation.",langeek_c1
colonel,C1,/ˈkɜːrnəl/,High -ranking army officer between lieutenant colonel and,langeek_c1
colonial,C1,/kəˈloʊniəl/,Related to a country controlling another territory.,langeek_c1
comeback,C1,/ˈkʌmˌbæk/,A return to previous success or prominence by a renowned,langeek_c1
comet,C1,/ˈkɒmɪt/,Space object of ice and dust forming tail near sun.,langeek_c1
comic strip,C1,/ˈkɒmɪk str ɪp/,Series of illustrated boxes that narrate a story visually.,langeek_c1
commence,C1,/kəˈmɛns/,"To start an action, event, or process formally.",langeek_c1
commentary,C1,/ˈkɒmənˌtɛri/,"Spoken description of an event as it occurs, usually on media.",langeek_c1
commerce,C1,/ˈkɒmɜːrs/,Exchange of goods and services between parties.,langeek_c1
commitment,C1,/kəˈmɪtmənt/,"Dedication or obligation to a cause, task, or person.",langeek_c1
commodity,C1,/kəˈmɑːdəti/,An unprocessed material that can be traded in markets.,langeek_c1
communism,C1,/ˈkɒmjʊnɪzəm/,System where state controls resources and property collectively.,langeek_c1
companion,C1,/kəmˈpænj ən/,"Someone who regularly accompanies another , offering support",langeek_c1
comparable,C1,/ˈkɒmpərəbl/,Having similarities that justify comparison.,langeek_c1
comparison -shop,C1,/kəmˈpɛrɪsən ʃɒp/,To visit multiple stores comparing prices before making a,langeek_c1
compassion,C1,/kəmˈpæ ʃən/,Deep sympathy and concern for someone else’s suffering.,langeek_c1
compassionate,C1,/kəmˈpæ ʃənət/,Showing kindness and understanding toward suffering,langeek_c1
compatible,C1,/kəmˈpæt əbl/,Able to operate together with different devices or systems,langeek_c1
compel,C1,/kəmˈpɛl/,To force someone to do something unwillingly by pressure.,langeek_c1
compelling,C1,/kəmˈpɛlɪŋ/,"Forceful and convincing, capturing attention completely.",langeek_c1
compensate,C1,/ˈkɒmpənseɪt/,To pay someone fairly for work or losses incurred.,langeek_c1
competent,C1,/ˈkɒmpɪtənt/,"Having required knowledge, skill, or ability to succeed.",langeek_c1
complain of,C1,/kəmˈple ɪn ʌv/,To report experiencing pain or illness symptoms.,langeek_c1
complement,C1,/ˈkɒmplɪˌmɛnt/,To add something that improves or enhances quality.,langeek_c1
compliance,C1,/kəmˈpla ɪəns/,"The act of following rules, regulations, or orders.",langeek_c1
complimentary,C1,/ˌkɒmplɪˈmɛntəri/,Supplied or provided free of charge.,langeek_c1
comply,C1,/kəmˈpla ɪ/,To act in agreement with rules or instructions.,langeek_c1
composition,C1,/ˌkɒmpəˈzɪʃən/,Different elements forming something or their arrangement.,langeek_c1
compost,C1,/ˈkɒmpɒst/,To convert organic waste into nutrient -rich soil.,langeek_c1
compress,C1,/kəmˈpr ɛs/,"To press together , reducing size or volume physically.",langeek_c1
compromise,C1,/ˈkɒmpr əmaɪz/,To reach agreement by reducing or adjusting conflicting,langeek_c1
compute,C1,/kəmˈpjuːt/,To calculate or determine a value using mathematics.,langeek_c1
computerize,C1,/kəmˈpjuːt əraɪz/,To perform manual tasks using computer systems efficiently.,langeek_c1
conceal,C1,/kənˈsiːl/,To hide something carefully from others deliberately from view.,langeek_c1
concede,C1,/kənˈsiːd/,To reluctantly admit something is true after initial denial.,langeek_c1
conceited,C1,/kənˈsiːt ɪd/,Excessively proud of oneself or one’s abilities.,langeek_c1
conceive,C1,/kənˈsiːv/,"To form an idea, plan, or notion in the mind.",langeek_c1
concerto,C1,/kənˈtʃɛrtoʊ/,A composition featuring soloists accompanied by orchestra.,langeek_c1
condemn,C1,/kənˈdɛm/,To formally sentence someone to severe legal punishment.,langeek_c1
cone,C1,/koʊn/,3D shape with circular base rising to a single point.,langeek_c1
confectionery,C1,/kənˈfɛkʃənəri/,"Store selling chocolates, sweets, or similar sugary foods.",langeek_c1
confer,C1,/kənˈfɜːr/,"To grant an official degree, title, or right to someone.",langeek_c1
confession,C1,/kənˈfɛʃən/,Formal statement admitting guilt for committing a crime.,langeek_c1
confine,C1,/kənˈfaɪn/,To keep someone or something within limits or boundaries.,langeek_c1
conform,C1,/kənˈfɔːrm/,"To follow rules, standards, or socially accepted practices.",langeek_c1
confrontation,C1,/ˌkɒnfrənˈteɪʃən/,Situation of hostility between opposing individuals or groups.,langeek_c1
congratulate,C1,/kənˈɡrætʃəˌleɪt/,To express praise or good wishes for someone’s achievement.,langeek_c1
congregation,C1,/ˌkɒŋɡrɪˈɡeɪʃən/,Group gathering in a church to pray or worship collectively.,langeek_c1
congressional,C1,/kənˈɡrɛʃənəl/,Relating to the United States legislative body.,langeek_c1
connotation,C1,/ˌkɒnəˈteɪʃən/,Suggested or implied meaning beyond a word’s literal definition.,langeek_c1
conquer,C1,/ˈkɒŋkər/,To gain control of land or people using military force.,langeek_c1
conqueror,C1,/ˈkɒŋkərə/,Person who forcibly takes control of land or people.,langeek_c1
consciousness,C1,/ˈkɑːnʃəsnəs/,"State of being awake, aware, and capable of perception or",langeek_c1
consecutive,C1,/kənˈsɛkjʊtɪv/,Happening one after another without interruption.,langeek_c1
consensus,C1,/kənˈsɛnsəs/,General agreement reached collectively by all group members.,langeek_c1
consent,C1,/kənˈsɛnt/,To give permission or agreement for an action.,langeek_c1
consequent,C1,/ˈkɒnsɪkwənt/,Occurring as a result of a specific prior event or action.,langeek_c1
conservationist,C1,/ˌkɒnsərˈveɪʃənɪst/,A person dedicated to protecting nature and wildlife.,langeek_c1
conserve,C1,/kənˈsɜːv/,To protect something from damage change or waste overuse.,langeek_c1
considerate,C1,/kənˈsɪdərət/,Thoughtful and mindful of other people’s feelings.,langeek_c1
consistency,C1,/kənˈsɪstənsi/,Quality of always acting or thinking in a uniform way.,langeek_c1
consolidate,C1,/kənˈsɑːlɪˌdeɪt/,To strengthen a position of power or success for lasting effect.,langeek_c1
conspirator,C1,/kənˈspɪrətər/,Person involved in planning or executing a secret illegal scheme.,langeek_c1
constellation,C1,/ˌkɒnstəˈleɪʃən/,A named group of stars forming a recognizable pattern.,langeek_c1
constitute,C1,/ˈkɒnstɪˌtjuːt/,To form or make up part of a whole structure.,langeek_c1
constitution,C1,/ˌkɒnstɪˈtjuːʃən/,Fundamental laws defining a state’s governance framework.,langeek_c1
constitutional,C1,/ˌkɒnstɪˈtjuːʃənəl/,Conforming to principles established by a constitution.,langeek_c1
consultant,C1,/kənˈsʌltənt/,Someone who provides professional advice on a specific subject.,langeek_c1
consultation,C1,/ˌkɑnsəlˈteɪʃən/,The act of discussing something with a person or group.,langeek_c1
consumerism,C1,/kənˈsuːm ərɪzəm/,Belief that happiness depends on purchasing material goods,langeek_c1
contagious,C1,/kənˈteɪdʒəs/,Capable of spreading disease through close contact.,langeek_c1
contaminate,C1,/kənˈtæm ɪneɪt/,To pollute something by introducing harmful substances.,langeek_c1
contemplate,C1,/ˈkɒntəmple ɪt/,To think carefully about something for extended time periods.,langeek_c1
contemptuous,C1,/kənˈtɛmptʃuəs/,"Showing strong disdain, scorn, or lack of respect toward",langeek_c1
contend,C1,/kənˈtɛnd/,To argue strongly for the truth of a particular idea.,langeek_c1
continual,C1,/kənˈtɪnjʊəl/,"Happening repeatedly, often annoyingly or persistently.",langeek_c1
contradict,C1,/ˌkɒntrəˈdɪkt/,To be in direct opposition or inconsistency with something.,langeek_c1
contradictory,C1,/ˌkɒntrəˈdɪktəri/,"Statements, beliefs, or facts that are mutually incompatible.",langeek_c1
contrary,C1,/ˈkɒntrəri/,Completely opposed or different in nature or usual behavior .,langeek_c1
contributor,C1,/kənˈtrɪbjʊtər/,Person submitting written pieces to newspapers or magazines.,langeek_c1
control,C1,/kənˈtro ʊl/,Standard used to compare results in a scientific experiment.,langeek_c1
conundrum,C1,/kəˈnʌndrəm/,A confusing problem or question requiring skill or effort.,langeek_c1
convenience store,C1,/kənˈviːni əns st ɔːr/,"Store selling food, drinks, and items, usually open 24 hours",langeek_c1
convention,C1,/kənˈvɛnʃən/,Socially accepted behavior considered appropriate in society.,langeek_c1
convict,C1,/kənˈvɪkt/,To formally declare someone guilty of a crime.,langeek_c1
conviction,C1,/kənˈvɪkʃən/,Strongly held belief or opinion about something.,langeek_c1
cooperate,C1,/koʊˈɒpəˌreɪt/,To work jointly with others toward a shared objective or goal.,langeek_c1
cooperative,C1,/koʊˈɑːpərətɪv/,An organization jointly owned and run by its members.,langeek_c1
coordinate,C1,/koʊˈɔːrdəˌneɪt/,To organize parts or people to achieve a good result.,langeek_c1
cop,C1,/kɒp/,A police officer enforcing public law.,langeek_c1
copper,C1,/ˈkɒpər/,Red-brown metallic element used primarily as electrical,langeek_c1
corkscrew,C1,/ˈkɔːrkskruː/,Tool with spiral metal point for pulling corks from bottles.,langeek_c1
correlate,C1,/ˈkɒrəleɪt/,To have a close or mutual relationship with something.,langeek_c1
correspond,C1,/ˌkɒrəˈspɒnd/,"To match, relate, or be similar to something else.",langeek_c1
correspondent,C1,/ˌkɒrəˈspɒndənt/,Reporter covering news for media outlets in specific locations.,langeek_c1
corresponding,C1,/ˌkɒrəˈspɒndɪŋ/,Connected with or similar to something previously mentioned.,langeek_c1
corrupt,C1,/kəˈrʌpt/,Using authority or power to illegally gain benefits.,langeek_c1
cosmic,C1,/ˈkɑːzmɪk/,Related to the universe and vast outer space.,langeek_c1
cosmonaut,C1,/ˈkɒzmənɔːt/,An astronaut from Russia or former Soviet Union.,langeek_c1
cosmos,C1,/ˈkɑːzmɒs/,"The universe considered as an orderly, systematic whole.",langeek_c1
cosplay,C1,/ˈkɒspleɪ/,Wearing costume to resemble a character from media or,langeek_c1
costly,C1,/ˈkɑstli/,"Costing much money, often more than one wants to pay.",langeek_c1
couch potato,C1,/kaʊʧ pəˈteɪtoʊ/,Person who sits and watches television excessively and,langeek_c1
cougar,C1,/ˈkuːɡər/,Large wild cat with tawny fur living in mountains.,langeek_c1
counseling,C1,/ˈkaʊnsəlɪŋ/,Process of providing guidance and support for personal issues.,langeek_c1
counselor,C1,/ˈkaʊnsələr/,Expert giving guidance and advice on personal problems.,langeek_c1
count on,C1,/kaʊnt ɑn/,To put trust in someone or something reliably.,langeek_c1
